Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
04/14/1931,"Near Letschen, Germany",51.165691,10.451526,Deutsche Lufthansa,,Messerschmitt M-20,10,2,0
05-05-1931,"Burbank, California",34.1808392,-118.3089661,PacifiAir Transport,San Diego - Los Angeles,Boeing 40,2,2,0
05/22/1931,"Wampit, Australia",-25.274398,133.775136,Guiena Airways,,Junkers W-34,1,1,0
05/24/1931,"Bellefonte, Pennsylvania",40.9133943,-77.7783348,National Air Transport,,Boeing 95,1,1,0
06-07-1931,"Near Sandoway, Burma",18.4671203,94.3411001,Air Orient,Saigon - Karachi,Fokker F-VIIB,4,4,0
06-11-1931,"Walbridge, Ohio",41.5878281,-83.4932651,Rubner Flying Service,,Lockheed Vega 2,3,2,0
06/13/1931,"Saarbrucken, Germany",49.2381697,6.997547,Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,4,4,0
07-12-1931,"Chicago, Illinois",41.8781136,-87.6297982,Braniff Airlines,Chicago - Detroit,Lockheed Vega,2,2,0
07/14/1931,"Temora, Australia",-34.4468114,147.533896,Australian Aerial Services,,Lasco Lascowl,2,2,0
07/21/1931,"Centralia, Illinois",38.5285169,-89.1316944,American Airways,,Pitcairn PA-6 Mailwing,1,1,0
07/24/1931,"Kurudjevo, Bulgaria",42.733883,25.48583,CIDNA,Constantinople - Budapest,Fokker F-VII,7,7,0
08-09-1931,"Cincinnati, Ohio",39.1031182,-84.5120196,American Airways,,Ford 5-AT-C Tri Motor,6,6,0
09/14/1931,"Chicago, Illinois",41.8781136,-87.6297982,Chicago-Detroit Airways,,Lockheed Vega,1,1,0
09/16/1931,"Oakland, California",37.8043514,-122.2711639,PacifiAir Transport,"Oakland, CA - Seattle, WA",Boeing 40,4,4,0
10-06-1931,"Novia Scotia, Canada",44.6922613,-62.6571885,Deutsche Lufthansa,,Heinkel HE-2,3,3,0
10/14/1931,Brazil,-14.235004,-51.92528,Syndicato Condor,,Dornier Wal,3,3,0
11-05-1931,"Camden, New Jersey",39.9259463,-75.1196199,"NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,5,5,0
11/13/1931,"Sir Lowry's pass, South Africa",-34.1193796,18.9084618,Union Airways,,De Havilland DH.80,3,3,0
11/23/1931,"Salt Lake City, Utah",40.7607793,-111.8910474,Boeing Air Transport,,Boeing 40,1,1,0
11/24/1931,"Near Tsinan, China",36.6518399,117.12009,China National Aviation Corporation,Nanking - Peiking,Stinson,3,3,0
11/26/1931,"Pasco, Washington",46.2305049,-119.0922316,Varney Air Lines,"Portland,  WA - Pasco, WA",Boeing 40,1,1,0
12-05-1931,"Kewanee, Illinois",41.2455927,-89.9248303,Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,6,2,0
12-06-1931,"Bangkok, Thailand",13.7563309,100.5017651,KLM Royal Dutch Airlines,,Fokker F-VIIb-3M,7,5,0
12-09-1931,Off Algiers,36.753768,3.0587561,Aeropostale,,CAMS 56,2,2,0
12/31/1931,"Springfield, Ohio",39.9242266,-83.8088171,American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,5,4,0
01/21/1932,"Colvin Park, Ilinois",42.1380804,-88.7834283,Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,1,1,0
01/29/1932,"Lebec, California",34.8416435,-118.8648189,Century PacifiLines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,8,8,0
02-01-1932,"Off Miami, Florida",25.7616798,-80.1917902,Bimini Airways,Miami - Bimini,Fairchild,5,5,0
02-02-1932,"Marcellus, Michigan",42.0258779,-85.8155576,Transamerican Airlines,Chicago - Kalamazoo,Stearman C-3MB,1,1,0
02-02-1932,"Rio Vista, California",38.1557502,-121.6913439,Boeing Air Transport,,Boeing 40,2,1,0
02/27/1932,"Off Setiba, Brazil",-20.6331975,-40.4404925,Aeropostale,,Latecoere 28,3,3,0
03-08-1932,"Saint Louis, Illinois",38.624514,-90.1506465,Century Air Lines,Training,Stinson SM-6000B,5,2,0
03/19/1932,"Calimesa, California",34.0039039,-117.0619755,American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,7,7,0
03/21/1932,"Steubenville, Ohio",40.3697905,-80.6339638,Trans Continental and Western Air,Columbus - McKeesport,Northrop Alpha,1,1,0
03/29/1932,Syria,34.802075,38.996815,Air Orient,,Farman F-190,3,3,0
03/31/1932,"Bedford, Ohio",41.3931096,-81.5365094,National Air Transport,,Boeing 95,1,1,0
04/21/1932,"Fort Wayne, Indiana",41.079273,-85.1393513,Transamerica Airlines,,Stearman C-3MB,1,1,0
05-03-1932,"Portland, Oregon",45.515232,-122.6783853,Varney Air Lines,,Boeing 40,2,2,0
05/16/1932,"Burbank, California",34.1808392,-118.3089661,PacifiAir Transport,San Diego - Burbank - Oakland,Boeing 40,3,3,0
07/16/1932,"Mount El Plomo, near Vitacura, Chile",-33.3895766,-70.5488825,Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,9,9,0
08-12-1932,"Beyrouth, Lebanon",33.8937913,35.5017767,Air Orient,,CAMS 53,7,1,0
08/30/1932,"Tubergen, Germany",51.165691,10.451526,A B Aerotransport,,Junkers G-23,2,2,0
09-08-1932,"Salt Flats, Texas",31.7453066,-105.0809496,American Airways,El Paso - Dallas,Fokker F-10,4,3,0
09/17/1932,"Selsdon Park, England",51.3495019,-0.0428513,Air Union,,Liore-et-Olivier 213,2,1,0
09/18/1932,"Byron Bay, Australia",-28.6419122,153.6105168,New England Airways,,De Havilland DH-80,3,3,0
10-12-1932,"Port Etienne, Mauritania",20.9425179,-17.0362272,Aeropostale,,Latecoere 28,1,1,0
10/26/1932,"Villa Monte, Bolivia",-21.2600046,-63.4580702,Lloyd Aero Boliviano,,Ford Tri-motor 5,2,2,0
10/29/1932,"Ramsgate, England",51.335545,1.419895,Deutsche Lufthansa,,Junkers W-33,2,2,0
11-02-1932,"Echterpfuhl, Germany",51.165691,10.451526,Deutsche Lufthansa,Nuremberg - Frankfort,Junkers F-13,5,5,0
11/25/1932,"Marianna, Arkansas",34.7746203,-90.7722536,Hunter Airways,"Little Rock, AR - Memphis, TN",Travel Air 6000,2,2,0
12/14/1932,"Amarillo, Texas",35.2219971,-101.8312969,Trans Continental and Western Air,,Ford 5,2,2,0
12/14/1932,"Rocky Ridge, Colorado",39.5500507,-105.7820674,Boeing Air Transport,,Boeing 40,1,1,0
12/26/1932,"Wau, Australia",-25.274398,133.775136,Guinea Airways,,De Havilland DH-60,2,2,0
01-10-1933,Algiers,36.753768,3.0587561,Aeropostale,,CAMS 53,1,1,0
01/14/1933,"Newark, New Jersey",40.735657,-74.1723667,Eastern Air Transport,Test flight,Curtiss Condor 18,2,2,0
01/20/1933,"Marietta, Georgia",33.952602,-84.5499327,American Airways,,Stearman 4,1,1,0
01/20/1933,"Bourne, Texas",29.7946641,-98.7319703,American Airways,Big Springs - San Antonio,Stearman 4,1,1,0
01/24/1933,"Eugene, Oregon",44.0520691,-123.0867536,PacifiAir Transport,,Ford 5-AT-D,3,1,0
03-11-1933,"Near Mendoza, Argentina",-32.8894587,-68.8458386,Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,2,2,0
03/25/1933,"Hayward, California",37.6687665,-122.0809964,Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,3,3,11
03/28/1933,"Near Dixmude, Belgium",51.0316593,2.8639376,Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,15,15,0
04-03-1933,"Hemkenrode, Germany",52.2280802,10.706471,Deutsche Lufthansa,,Junkers F-13,2,1,0
04-04-1933,"Off Barnegat, New Jersey",39.7649223,-74.2693297,Military - U.S. Navy,,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0
04/23/1933,"Mt. Terrione, Italy",41.87194,12.56738,Air Orient,,Cams 33,6,6,0
04/29/1933,"Traunstein, Germany",47.8677574,12.6384037,Eurasia,,Junkers W-34,4,4,0
05-09-1933,"Viladrau, Spain",41.8477765,2.3904096,Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,6,6,0
06-02-1933,"Bowling Green, Virginia",38.0495789,-77.3466468,Eastern Air Transport,,Pitcairns PA-6,1,1,0
08/29/1933,"Quay, New Mexico",34.9339503,-103.7605204,Trans Continental and Western Air,,Ford 5-AT-B Tri Motor,5,5,0
09-12-1933,"Ljubljana, Yugoslavia",46.0569465,14.5057515,Aeroput,,Farman F-306,8,8,0
10-10-1933,"Chesterton, Indiana",41.6105937,-87.0641992,United Air Lines,Cleveland - Chicago,Boeing 247-D,10,10,0
10/31/1933,"Etobon, France",47.642833,6.675242,Air France,,Farman F-301,2,2,0
11-09-1933,"Portland, Oregon",45.515232,-122.6783853,United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,9,4,
11-10-1933,"Moriarty, New Mexico",34.9900503,-106.0491893,Trans Continental and Western Air,,Northrop Delta,1,1,0
11/20/1933,"Near Tsinan, China",36.6518399,117.12009,China National Aviation Corporation,Canton - Shanghi,Sinson,8,8,
11/21/1933,"Near Kharkov, Ukraine, USSR",49.9935,36.230383,Kalinin,Test flight,Kalinin K-7,20,14,0
11/24/1933,"Wedron, Illinois",41.4361548,-88.7734493,National Air Transport,,Boeing 247,2,2,0
12-11-1933,"Hamburg, Germany",53.5488282,9.9871703,Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,8,7,0
12/14/1933,"Eshowe, South Africa",-28.8946769,31.4627576,Union Airways,,Junkers W-34,6,4,0
12/30/1933,"Near Ruysselede, Belgium",51.0409443,3.39667,Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,10,10,0
01/15/1934,"Corbigny, France",47.257618,3.684328,Air France,Saigon - Paris,Dewoitine D-332,14,14,0
01/20/1934,"Carombe, France",44.110898,5.107716,Air France,,Breguet 280T,2,2,0
02/23/1934,"Near Salt Lake City, Utah",39.3209801,-111.0937311,Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,8,8,0
02/26/1934,"Rio de Oro, Morocco",35.26353211,-2.97749448,Air France,,Latécoère 28,6,1,0
03-06-1934,"Petersburg, Illinois",40.0117151,-89.8481652,American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4,4,0
03-10-1934,"Pereira, Colombia",4.8087174,-75.690601,Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,6,5,0
03/22/1934,"Near Lima, Peru",-12.0463731,-77.042754,Pan American Grace Airlines,,Ford 5-AT-C Tri-Motor,15,3,0
04-10-1934,"Ningpo Bay, China",29.868336,121.54399,China National Aviation Corporation,,Sikorsky S-38BB,3,3,0
05-09-1934,English Channel,50.134664,-0.357056,Air France,"Dieppe, France - New Haven, England",Wibault 282T-12,6,6,0
05/31/1934,"Croydon, England",51.3769529,-0.0956895,Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,2,2,0
06-09-1934,"Mongaup Mountain, New York",41.9909235,-74.6840456,American Airways,New York - Chicago,Curtiss Condor T-32,7,7,0
06-11-1934,"Junin, Argentina",-34.5885499,-60.949554,Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10,5,0
06/22/1934,"Chausseehausen, Germany",51.165691,10.451526,Deutsche Lufthansa,,Dornier Merkur,7,1,0
06/23/1934,"Burbank, California",34.1808392,-118.3089661,Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,1,1,0
07-09-1934,"San Bernardino, California",34.1083449,-117.2897652,United Air Services,San Bernardion - Los Angeles,Lockheed Vega,4,3,0
07/27/1934,"Near Tuttlingen, Germany",47.9823316,8.8192095,Swissair,,Curtiss AT-32C Condor,12,12,0
08-05-1934,"Bahia, Brazil",-11.4098737,-41.2808577,Air France,,Latecoere 26,2,2,0
08-10-1934,"Ningbo, China",29.868336,121.54399,China National Aviation Corporation,,Sikorsky S-38B,,,
08/31/1934,"Amazonia, Missouri",39.8861052,-94.891913,Rapid Air Transport,Omaha - St. Joseph,Stinson  SM-6000B,5,5,0
10-03-1934,"Near Winton, Australia",-22.3905542,143.0412041,Qantas,,de Havilland DH-50A,3,3,0
10/19/1934,"Bass Strait, Australia",-38.3882707,142.2507019,Holyman Airways,Launceston - Melbourne,de Havilland DH-86,11,11,0
11-02-1934,"Kiapit, Australia",-25.274398,133.775136,Holdens Air Transport Service,,De Havilland DH-61,4,2,0
11/15/1934,"Near Longreach, Australia",-23.4403125,144.2506199,Qantas,,de Havilland DH-86,4,4,0
11/15/1934,"Near Longreach, NSW, Australia",-34.8681921,150.5252599,Qantas,,de Havilland DH-86,4,4,0
11/15/1934,"Amazonia, Montana",46.320207,-112.1072224,Rapid Air Transport,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,2,2,0
12-07-1934,"Salchau, Germany",51.165691,10.451526,Deutsche Lufthansa,,Junkers F-13,3,3,0
12-08-1934,"Columbia, Missouri",38.9517053,-92.3340724,Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,1,1,0
12-10-1934,"Palma Soriano, Cuba",20.2218201,-75.9869609,Cubana de Aviacion,Santiago - Havana,Ford 4-AT-E Tri-motor,8,4,0
12/20/1934,"Rutbah Wells, Syria",34.802075,38.996815,KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,7,7,0
12/22/1934,"Sunbright, Tennessee",36.2431964,-84.6715407,American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,1,1,0
01/26/1935,"Pittsburgh, Pennsylvania",40.4406248,-79.9958864,Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,1,1,0
01/31/1935,"Stettin, Germany",53.4285438,14.5528116,Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,11,11,0
03-07-1935,"Schievelbein, Germany",51.165691,10.451526,Deruluft,,Rochrbach Roland,,3,0
03/15/1935,"El Arish, Egypt",31.132093,33.8032762,Misrair,Jerusalem - Cairo,de Havilland Dragon 1,6,3,0
03/29/1935,"Off Samland, Germany",51.165691,10.451526,Deutsche Lufthansa,,Junkers F-13,5,5,0
04-01-1935,"Beauvais, France",49.4295387,2.0807123,Air France,,Farman F-300,3,1,0
04-06-1935,"Brilon, Germany",51.3982179,8.5749432,KLM Royal Dutch Airlines,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,7,7,0
05-01-1935,"Near Walsenberg, Colorado",37.6227357,-104.780403,Varney Air Lines,,Lockheed Vega,1,1,0
05-06-1935,"Atlanta, Missouri",39.898646,-92.4810208,Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,14,5,0
05/18/1935,"Flint, Michigan",43.0125274,-83.6874562,Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,12,3,0
05/18/1935,"Near Moscow, Russia",55.755826,37.6173,Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,50,50,2
05/27/1935,"Glendo, Wyoming",42.5027467,-105.0260832,Wyoming Air Service,,Boeing 221,1,1,0
05/28/1935,"Maywood, Illinois",41.8791979,-87.8431155,Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,2,2,0
05/29/1935,"San Barbra, Honduras",14.9219177,-88.2375991,,,,9,6,0
06/24/1935,"Medellin, Colombia",6.2476376,-75.5658153,Servicio Aereo Columbiano / SCADTA,,Ford Tri-Motor / Ford Tri-Motor,20,17,0
07/14/1935,"Amsterdam, Netherlands",52.3675734,4.9041389,KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,20,6,0
07/19/1935,"Off Chandeleur Island, Mississippi",32.3546679,-89.3985283,Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,2,2,0
07/20/1935,"Pian Giacomo, Switzerland",46.413705,9.2236586,KLM Royal Dutch Airlines,"Milan, Italy - Amsterdam",Douglas DC-2,13,13,0
08/13/1935,"Hangow, China",23.10904,107.50564,China National Aviation Corporation,,Sikorsky S-38B,,,
08/14/1935,"Near Gilmer, Texas",32.7287472,-94.9424379,Delta Air Lines,Dallas -  Atlanta,Stinson Model A,4,4,0
08/15/1935,"Near Glendo, Wyoming",42.5027467,-105.0260832,Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",3,3,0
08/15/1935,"Walakpa, near Point Barrow, Alaska",71.3875,-156.4811111,Private,,Lockheed Orion 9E Explorer float plane,2,2,0
09-01-1935,"Burbank, California",34.1808392,-118.3089661,Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,3,3,0
10-02-1935,"Off Finders Island, Victoria, Australia",-38.4344541,144.9726306,Holyman Airways,,de Havilland DH-86,5,5,0
10-07-1935,"Near Cheyenne, Wyoming",41.1399814,-104.8202462,United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,12,12,0
10-09-1935,Gulf of Finland,59.9124514,26.2623373,Aero O-Y,,Junkers F-13,6,6,0
10/21/1935,"Troy, New York",42.7284117,-73.6917851,Chamberlin Flying Service,,Curtiss AT-32C Condor,6,1,0
10/30/1935,"Cheyenne, Wyoming",41.1399814,-104.8202462,United Air Lines,Test flight,Boeing B-247-D,4,4,0
11-02-1935,"Off Nhambupe, Brazil",-11.7868374,-38.3525212,Air France,Bahia - Aracaju,Latécoère 28-1,4,4,0
11-09-1935,"Near Juticalpa, Honduras",14.6572108,-86.2107672,TACA,,Ford Tri-Motor,14,14,0
11-09-1935,"Near Fort Worth, Texas",32.7554883,-97.3307658,Braniff Airlines,Dallas - Waco,Lockheed Vega,1,1,0
11-11-1935,"Istres, France",43.513006,4.987968,Air France,,Latecoere 28,3,3,0
12-04-1935,"Tours, France",47.394144,0.68484,Air Bleu,,Caudron C-630 Simoun,2,1,0
12-10-1935,"Croydon, England",51.3769529,-0.0956895,Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,11,11,0
12/24/1935,"Breslau, Germany",51.1078852,17.0385376,Deutsche Lufthansa,,Heinkel He-70,3,3,0
12/31/1935,"Off Alexandria, Egypt",31.2000924,29.9187387,Imperial Airways,Mirabella - Alexandria,Short Calcutta,13,12,0
01/14/1936,"Goodwin, Arkansas",34.9381496,-91.0209529,American Airlines,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,17,17,0
01/17/1936,"Near Cordillera, Boliva",-19.1232021,-61.872804,Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers JU-52,13,13,0
01/21/1936,"Off Ajaccio, Corsica, France",41.919229,8.738635,Air France,Marseille - Tunis,CAMS 53,6,6,0
01/29/1936,"Denton, Texas",33.2148412,-97.1330683,American Airlines,"Chicago, IL - Oklahoma City, OK",Vultee V-1,6,1,0
02/15/1936,South AtlantiOcean,-33.72434,-15.996094,Deutsche Lufthansa,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,4,4,0
03-05-1936,"Near Tengya, China",35.86166,104.195397,China National Aviation Corporation,,Ford 5-AT-D Tri-Motor,6,0,0
03/26/1936,"Amemeca, Mexico",23.634501,-102.552784,Compania de Mexico,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14,14,0
04-01-1936,"Pavillon, New York",40.7695936,-73.9507269,American Airlines,"Newwark, N.J. - Buffalo, NY",Stinson Model A,2,2,0
04-07-1936,"Uniontown, Pennsylvania",39.900076,-79.7164326,Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,15,13,0
04-11-1936,"Port of Spain, Trinidad",10.6603196,-61.5085625,Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A,25,3,0
04/15/1936,"Near Turin, Italy",45.0703393,7.686864,Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,7,7,0
04/17/1936,Switzerland,46.818188,8.227512,Deutsche Lufthansa,,Junkers JU-52,5,3,0
04/21/1936,"Senlis, France",49.205164,2.583212,Sabena,,Fokker F-VII,2,2,0
04/30/1936,"Basel, Switzerland",47.5595986,7.5885761,Swissair,,General Aviation GA-43,2,2,0
05/16/1936,"Mount Waverley, Australia",-37.8749614,145.1291077,Holyman Airways,,De Havilland DH-60,2,2,0
06-09-1936,"Malmo, Sweden",55.604981,13.003822,A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,15,1,0
06/13/1936,"Hannover, Germany",52.3758916,9.7320104,Deutsche Lufthansa,,Junkers JU-160,6,1,0
06/16/1936,"Mt. Lihesten, Norway",61.1749982,5.2144952,Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,7,7,0
07/31/1936,"Off Channel Islands, Jersey",49.2137711,-2.1357662,Guernsey Airways,Guernsey - Jersey,Saro Cloud,7,7,0
08-02-1936,"Mazamet, France",43.490103,2.376579,Air France,,Wibault 280,3,3,0
08-03-1936,Mexico,23.634501,-102.552784,Mexicana,,Lockheed Orion,1,1,0
08-05-1936,"St. Louis, Missouri",38.6270025,-90.1994042,Chicago Southern Airlines,New Orleans - Chicago,Lockheed 10B Electra,8,8,0
08-06-1936,"Choco, Colombia",5.6914548,-76.6589794,SCADTA,,Junkers F-13,2,2,0
08-12-1936,"Altenkirchen, Germany",50.6854009,7.6359735,British Airways,,De Havilland DH-86,2,2,0
08/22/1936,"Mirabella, Greece",35.1677936,25.7811869,Imperial Airways,,Short Kent,11,2,0
09/25/1936,English Channel,50.134664,-0.357056,Imperial Airways,,Boulton and Paul P-71,2,2,0
09/28/1936,"Walsenberg, Colorado",37.6227357,-104.780403,Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed Vega,3,3,0
09/29/1936,"Napierville, Illinois",41.7508391,-88.1535352,Blue Bird Air Service,,Lockheed Vega 5C,4,4,0
10-06-1936,Mexico,23.634501,-102.552784,Mexicana,,Lockheed Orion,1,1,0
10-09-1936,,,,North Sea Aerial and General Transport,,Blackburn B-2,1,1,0
11-01-1936,"Near Tabarz, Germany",50.8784811,10.5115698,Deutsche Lufthansa,Frankfurt - Erfurt,Junkers JU-52,15,11,0
11-06-1936,Near Moscow,55.755826,37.6173,Deruluft,,Antonov AN-9,9,9,0
11/17/1936,"Nurnberg, Germany",49.4521018,11.0766654,Deutsche Lufthansa,,Junkers JU-52/3m,16,4,0
11/19/1936,"London, England",51.5072178,-0.1275862,British Airways,,Fokker F-XII,4,2,0
12-04-1936,"Near Grenoble, France",45.188529,5.724524,Deutsche Lufthansa,,Junkers JU-52/3m,6,6,0
12-07-1936,"Off Dakar, French West Africa",14.716677,-17.4676861,Air France,,Latécoère 300,5,5,0
12-09-1936,"Croydon, England",51.3769529,-0.0956895,KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas DC-2-115E,17,15,0
12/15/1936,"Near Salt Lake City, Utah",39.3209801,-111.0937311,Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing 247D,7,7,0
12/18/1936,"Kellogg, Idaho",47.5382565,-116.1193327,Northwest Orient Airlines,,Lockheed 10 Electra,2,2,0
12/19/1936,"Near Milford, Pennsylvania",41.322316,-74.8023882,Eastern Air Lines,"Miami, FL - Charleston, SC - Newark, NJ",Douglas DC-2-112,14,14,0
12/23/1936,"Near Dallas, Texas",32.7766642,-96.7969879,Braniff Airways,Test flight,Lockheed 10 Electra,6,6,0
12/26/1936,"Nanking, China",32.0583799,118.79647,China National Aviation Corporation,,Douglas DC-2,,,
12/27/1936,"Newhall, California",34.373361,-118.5400404,United Air Lines,Oakland - San Francisco - Los Angeles,Boeing 247-D,12,12,0
01-12-1937,"Near Newhall, California",34.373361,-118.5400404,Western Air Express,Salt Lake City - Burbank,Boeing 247B,13,5,0
01/26/1937,"Oran, Algeria",35.6987388,-0.6349319,Sabena,Belgian Congo - Brussels,Sabca S-73,12,12,0
02-09-1937,"Off San Francisco, California",37.7749295,-122.4194155,United Air Lines,Los Angeles - San Francisco - Oakland,Douglas DC-3A,11,11,0
02/19/1937,"McPherson Ranges, Queensland, Australia",-28.3333333,153,Airlines of Australia,Brisbane - Sidney,Stinson Model A,7,5,0
03-12-1937,"Bathurst, Gambia",13.454375,-16.5753186,Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,4,4,0
03/24/1937,"Near Ouroux, France",46.231418,4.593407,Imperial Airways,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),6,5,0
